2025-05-27 15:34:51 |     INFO | FLOW | setup_flow_logging:68 | 🚀 INSIGHTS-AI FLOW - LOGGING INICIADO
2025-05-27 15:34:51 |     INFO | FLOW | setup_flow_logging:69 | 📁 Arquivo de log: logs\flow_executions\flow_execution_20250527_153451.log
2025-05-27 15:34:51 |     INFO | FLOW | test_logging_setup:216 | Teste de logging
2025-05-27 15:34:51 |     INFO | FLOW | __init__:174 | 🔧 Inicializando InsightsFlow...
2025-05-27 15:34:51 |     INFO | FLOW | criar_flow_com_parametros:504 | 🏗️ Flow criado: 2025-05-20 a 2025-05-27 (modo: completo)
2025-05-27 15:34:51 |     INFO | FLOW | inicializar_flow:184 | 🚀 INICIANDO INSIGHTS-AI FLOW
2025-05-27 15:34:51 |     INFO | FLOW | inicializar_flow:185 | ============================================================
2025-05-27 15:34:51 |     INFO | FLOW | inicializar_flow:201 | ✅ Datas validadas: 2025-05-20 a 2025-05-27
2025-05-27 15:34:51 |     INFO | FLOW | inicializar_flow:209 | 📅 Período de análise: 2025-05-20 até 2025-05-27
2025-05-27 15:34:51 |     INFO | FLOW | inicializar_flow:210 | 🔧 Modo de execução: completo
2025-05-27 15:34:51 |     INFO | FLOW | inicializar_flow:211 | 🆔 Flow ID: flow_20250527_153451
2025-05-27 15:34:51 |     INFO | FLOW | inicializar_flow:216 | ✅ Inicialização concluída - Preparando extração de dados
