2025-05-27 15:54:00 |     INFO | FLOW | setup_flow_logging:69 | 🚀 INSIGHTS-AI FLOW - LOGGING INICIADO
2025-05-27 15:54:00 |     INFO | FLOW | setup_flow_logging:70 | 📁 Arquivo de log: logs\flow_executions\flow_execution_20250527_155400.log
2025-05-27 15:54:00 |     INFO | FLOW | __init__:175 | 🔧 Inicializando InsightsFlow...
2025-05-27 15:54:00 |     INFO | FLOW | criar_flow_com_parametros:1058 | 🏗️ Flow criado: 2025-05-20 a 2025-05-27 (modo: completo)
2025-05-27 15:54:00 |     INFO | FLOW | __init__:175 | 🔧 Inicializando InsightsFlow...
2025-05-27 15:54:00 |     INFO | FLOW | criar_flow_com_parametros:1058 | 🏗️ Flow criado: 2025-05-13 a 2025-05-27 (modo: completo)
2025-05-27 15:54:00 |     INFO | FLOW | __init__:175 | 🔧 Inicializando InsightsFlow...
2025-05-27 15:54:00 |     INFO | FLOW | criar_flow_com_parametros:1058 | 🏗️ Flow criado: 2025-04-27 a 2025-05-27 (modo: completo)
2025-05-27 15:54:00 |     INFO | FLOW | __init__:175 | 🔧 Inicializando InsightsFlow...
2025-05-27 15:54:00 |     INFO | FLOW | criar_flow_com_parametros:1058 | 🏗️ Flow criado: 2025-04-27 a 2025-05-27 (modo: completo)
2025-05-27 15:54:00 |     INFO | FLOW | __init__:175 | 🔧 Inicializando InsightsFlow...
2025-05-27 15:54:00 |     INFO | FLOW | criar_flow_com_parametros:1058 | 🏗️ Flow criado: 2025-04-27 a 2025-05-27 (modo: completo)
2025-05-27 15:54:00 |     INFO | FLOW | __init__:175 | 🔧 Inicializando InsightsFlow...
2025-05-27 15:54:00 |     INFO | FLOW | criar_flow_com_parametros:1058 | 🏗️ Flow criado: 2025-05-20 a 2025-05-27 (modo: completo)
2025-05-27 15:54:00 |     INFO | FLOW | __init__:175 | 🔧 Inicializando InsightsFlow...
2025-05-27 15:54:00 |     INFO | FLOW | criar_flow_com_parametros:1058 | 🏗️ Flow criado: 2025-05-20 a 2025-05-27 (modo: completo)
