2025-05-27 15:22:36 |     INFO | FLOW | setup_flow_logging:68 | 🚀 INSIGHTS-AI FLOW - LOGGING INICIADO
2025-05-27 15:22:36 |     INFO | FLOW | setup_flow_logging:69 | 📁 Arquivo de log: logs\flow_executions\flow_execution_20250527_152236.log
2025-05-27 15:22:36 |     INFO | FLOW | __init__:168 | 🔧 Inicializando InsightsFlow...
2025-05-27 15:22:36 |     INFO | FLOW | criar_flow_com_parametros:486 | 🏗️ Flow criado: 2025-05-20 a 2025-05-27 (modo: completo)
2025-05-27 15:22:36 |     INFO | FLOW | inicializar_flow:178 | 🚀 INICIANDO INSIGHTS-AI FLOW
2025-05-27 15:22:36 |     INFO | FLOW | inicializar_flow:179 | ============================================================
2025-05-27 15:22:36 |     INFO | FLOW | inicializar_flow:195 | ✅ Datas validadas: 2025-05-20 a 2025-05-27
2025-05-27 15:22:36 |     INFO | FLOW | inicializar_flow:203 | 📅 Período de análise: 2025-05-20 até 2025-05-27
2025-05-27 15:22:36 |     INFO | FLOW | inicializar_flow:204 | 🔧 Modo de execução: completo
2025-05-27 15:22:36 |     INFO | FLOW | inicializar_flow:205 | 🆔 Flow ID: flow_20250527_152236
2025-05-27 15:22:36 |     INFO | FLOW | inicializar_flow:210 | ✅ Inicialização concluída - Preparando extração de dados
